id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,original_tweet_length,new_tweet_length
14180,@USER Even though he has proved to be very efficient in almost every regard since taking office.  Hillary should fade away.,even though he prove efficient almost every regard since take office hillary fade away,1,0,0,0,NOT,,,21,14
55101,@USER @USER @USER @USER @USER Will the liberals stop wasting tax payer money with C71 which will be repealed as soon as next year if passed? Move on instead to ensure criminals are dealt with severly and illegals are banned from entry.,liberals stop waste tax payer money c71 repeal soon next year pass move instead ensure criminals deal severly illegals ban entry,5,0,0,0,NOT,,,42,21
33546,@USER NINE NINE!!! I love that show so much! OMG URL,nine nine i love show much omg,1,0,1,0,NOT,,,11,7
12962,@USER @USER Not surprising at all.   The Trudeau “Liberals” have been using it to emotionally manipulate and divide Canadians since the beginning.,not surprise all trudeau liberals use it emotionally manipulate divide canadians since begin,2,0,0,0,NOT,,,22,13
96986,@USER Yes Comie (communist pun intended) WE do and will emerge stronger when u &amp; all ur cronies are put to death at Gitmo. WE THE PEOPLE WILL INDEED BE STRONGER. #MAGA #DrainTheSwamp,yes comie communist pun intend we emerge stronger u amp ur cronies put death gitmo we people indeed stronger maga draintheswamp,1,2,0,0,OFF,TIN,GRP,33,21
13126,@USER me trying to avoid the freshman boys who hang out in my block and hit on me everyday URL,me try avoid freshman boys hang my block hit me everyday,1,0,1,0,OFF,TIN,IND,20,11
54521,@USER Would our country be able to keep its law enforcement officers safer (who are trying to keep our families safe) if gun control laws were not subject to the limitations of the 2nd Amendment? #alpolitics,would our country able keep its law enforcement officer safer who try keep our families safe gun control laws not subject limitations 2nd amendment alpolitics,1,1,0,0,NOT,,,36,25
51624,@USER Duck ass shit not funny,duck ass shit not funny,1,0,0,0,NOT,,,6,5
51237,@USER @USER @USER @USER He is building it.,he build it,4,0,0,0,NOT,,,8,3
67518,@USER @USER He is truly adorable. Happy Birthday baby boy😘,he truly adorable happy birthday baby boy,2,0,0,1,NOT,,,10,7
74417,@USER @USER Hey Andrew which problems are specifically the result of Justin’s actions. You don’t seem to have any solid info to tweet and you don’t read  the articles you retweet. There aren’t enough conservatives in this county to get you elected. So you’d better start speaking to everyone,hey andrew problems specifically result justin action you not seem solid info tweet you not read article you retweet not enough conservatives county get you elect you would better start speak everyone,2,0,0,0,NOT,,,49,32
85868,"@USER @USER @USER @USER @USER ...how you want to be defined""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters sending her ANTIFA minions out to threaten you in public places - you learn not to give a F*CK what the ""Pavlovian Left"" thinks. Night, night 🌙!""",how you want define pul ease you live 24 7 365 msmedia shit smear point you marxine water send her antifa minions threaten you public place you learn not give f ck pavlovian leave think night night,5,0,0,3,OFF,TIN,IND,54,37
63414,#WalkAway #MAGA Trump adviser eyes entitlement cuts to plug U.S. budget gaps URL,walkaway maga trump adviser eye entitlement cut plug u s budget gap,0,2,1,0,NOT,,,13,12
34224,.@USER should not be allowed to host @USER if he's going to let Republicans go on and say any ole thing without mediation/fact checks. He is a waste of breath. stick to counting votes @USER,not allow host he s go let republicans go say ole thing without mediation fact check he waste breath stick count vote,3,0,0,1,NOT,,,35,22
76758,@USER @USER @USER @USER Anonymous profile pic with 16 followers defending Trump. See that a lot on his threads. Whoever you are you have no idea if they're prepared or not. 2900+ people died in PR from their lack of preparedness and response after the damage. ICE doesn't need $10M more to cage children.,anonymous profile pic 16 followers defend trump see lot his thread whoever you you no idea they re prepare not 2900 people die pr their lack preparedness response damage ice not need 10m cage children,4,0,0,0,NOT,,,54,35
53566,@USER @USER you should probably start reading your Bible hun.,you probably start read your bible hun,2,0,0,0,NOT,,,10,7
60314,@USER He’s got a lot of nerve - fast &amp; furious.,he get lot nerve fast amp furious,1,0,0,0,NOT,,,11,7
20917,@USER  My. Arms. Wasn't. That. Big! N. Neither. Was. My. Boobs! They. Are. Now! From. Them. Injecting. Fat! Into. My. Body!,my arm not that big n neither be my boob they be now from them inject fat into my body,1,0,0,0,OFF,TIN,OTH,21,20
15354,@USER @USER Betty I think women have been handed a character assassination  bomb to destroy MEN by the liberals and the FEMINISTS. I would hate to know these women represent  ME. WHY WAIT ALL THESE YEARS TO REPORT...,betty i think women hand character assassination bomb destroy men liberals feminists i would hate know women represent me wait years report,2,0,0,0,OFF,TIN,GRP,38,22
37218,@USER He is an israeli puppet.,he israeli puppet,1,0,0,0,OFF,TIN,IND,6,3
82394,@USER @USER @USER She is a victim. Terrible.,she victim terrible,3,0,0,0,NOT,,,8,3
11347,@USER @USER @USER @USER Her word against his &amp; one more! She is a left wing nut nobody would touch &amp; is mad cause #Kavenaughs Mom had to evict her parents!,her word his amp one more she leave wing nut nobody would touch amp mad cause kavenaughs mom evict her parent,4,1,0,0,OFF,TIN,IND,31,21
17954,@USER @USER @USER She is laughing the most. URL,she laugh most,3,0,1,0,NOT,,,9,3
26310,@USER Y’all need to know that she is human being and knew Mac for so many years and was in a relationship with him. She’s grieving. She doesn’t have post something to prove that. AND IT IS NOT HER FAULT HE DIED LIKE DAMN! Stop blaming this poor girl. His addiction killed him.,y all need know she human know mac many years relationship him she grieve she not post something prove that it not her fault he die like damn stop blame poor girl his addiction kill him,1,0,0,0,OFF,TIN,IND,53,36
71464,"@USER Anyway she is a man and a mother"" it's about time she gave it to an actual female. Congratulations to Naomi! She has class &amp; skills!""",anyway she man mother it s time she give it actual female congratulations naomi she class amp skills,1,0,0,0,NOT,,,27,18
77899,@USER @USER @USER @USER Liberals have compassion ONLY for non Americans.,liberals compassion non americans,4,0,0,0,NOT,,,11,4
60899,@USER Every one of them need to be put away for life,every one them need put away life,1,0,0,0,NOT,,,12,7
54266,OBAMAS LYING SKANK MARIA HARF  #DNCwbore  #LyingSkank  #KavanaughConfirmation  #ChristineBlaseyFord  #RedNationRising  #KAG  #MAGA  #CCOT  @USER URL,obamas lie skank maria harf dncwbore lyingskank kavanaughconfirmation christineblaseyford rednationrising kag maga ccot,1,8,1,0,NOT,,,15,13
90169,@USER @USER I wouldn't doubt anything the unhinged witch would do.She's a leftest nutty Professor with a mentally ill past.She has no business teaching anyone!I suspect she is a closet ANTIFA member pd by Soros. Psycho was going to do the same thing to Gorsuch.  #LockHerUp in a mental ward!,i would not doubt anything unhinge witch would do she s leftest nutty professor mentally ill past she no business teach anyone i suspect she closet antifa member pd soros psycho go thing gorsuch lockherup mental ward,2,1,0,0,OFF,TIN,IND,50,37
44275,@USER @USER @USER @USER He is an awesome dog. Almost worth the trip,he awesome dog almost worth trip,4,0,0,0,NOT,,,13,6
42783,@USER Hiding like the caged animal he is.,hide like cage animal he be,1,0,0,0,OFF,TIN,IND,8,6
58087,@USER Buy one URL,buy one,1,0,1,0,NOT,,,4,2
40769,@USER is it possible Dallas Goedert is a healthy scratch next Sunday he is giving u nothing,it possible dallas goedert healthy scratch next sunday he give u nothing,1,0,0,0,NOT,,,17,12
93349,.@USER Veterans earned their benefits. How can the Liberals justify failing to spend this money on those who need it most? #cdnpoli URL,veterans earn their benefit liberals justify fail spend money need it most cdnpoli,1,1,1,0,NOT,,,23,13
77839,@USER @USER @USER yes the CPC needs more Liberals. Good call Scheer.,yes cpc need liberals good call scheer,3,0,0,0,NOT,,,12,7
52739,@USER @USER @USER You forgot ANTIFA,you forget antifa,3,0,0,0,NOT,,,6,3
74212,@USER @USER Jeff I have a lot of respect for you.    Please vote no to Brett -  not because you don’t like him but because it’s the right thing to do.  He has lied - he is hiding documents -  he thinks trump is above the law.   THIS IS WRONG !!!,jeff i lot respect you please vote no brett not you not like him it right thing do he lie he hide document he think trump law wrong,2,0,0,0,OFF,TIN,IND,51,28
41693,@USER please come back! You are missed on the field!!!! Annnnnnnnnnnnnd I love you too💙 #AlwaysACowboy #NFLSunday #CowboysNation #DEZBRYANT #88,please come back you miss field annnnnnnnnnnnnd i love you too alwaysacowboy nflsunday cowboysnation dezbryant 88,1,5,0,1,NOT,,,20,16
17625,@USER there is no way she is 26 wow drugs maybe who knows,no way she 26 wow drug maybe know,1,0,0,0,OFF,UNT,,13,8
90985,@USER @USER @USER @USER They are Conservatives to be put on the Supreme Court that don’t have all of these blemishes on their record these questions of their character there are better candidates. They need to find one. This one is the POTUS pic because he thinks the POTUS should be above the law,they conservatives put supreme court not blemish their record question their character better candidates they need find one one potus pic he think potus law,4,0,0,0,NOT,,,54,25
93880,@USER Battle of the hags!,battle hags,1,0,0,0,NOT,,,5,2
60672,*goes to song suffragettes*  Waitress: “there’s a $15 minimum food and drinks charge” Me to waitress : “who do you think you are?”,go song suffragettes waitress there 15 minimum food drink charge me waitress who you think you be,0,0,0,0,NOT,,,23,17
68421,"@USER Josh, thanks for including COCK-A-DOODLE OOPS! in this list of amazingly illustrated picture books!  I love Deborah Zemke's just before sunrise"" illustrations!""",josh thank include cock a doodle oops list amazingly illustrate picture book i love deborah zemke s sunrise illustrations,1,0,0,0,NOT,,,23,19
88205,"@USER As a liberal, I've long been insulted when leftists call themselves liberals.""""",liberal i ve long insult leftists call themselves liberals,1,0,0,0,NOT,,,13,9
54835,@USER @USER @USER @USER @USER Your narrative is so false it is comedic. You and people like you are frauds.,your narrative false it comedic you people like you frauds,5,0,0,0,NOT,,,20,10
74509,@USER Build the wall ! Vote Republican! Not perfect by a long shot.   But so much better than the alternative anti-Americans!!!,build wall vote republican not perfect long shoot much better alternative anti americans,1,0,0,0,OFF,TIN,GRP,21,13
36838,@USER @USER Are you still dating JJ from “goodtimes “???Dyn-o-mite URL,you still date jj goodtimes dyn o mite,2,0,1,0,NOT,,,11,8
70966,@USER I blame @USER for inciting violence and she should be held accountable! She is a despicable disgrace.,i blame incite violence she hold accountable she despicable disgrace,2,0,0,0,NOT,,,18,10
17326,@USER @USER POS still at it URL,pos still it,2,0,1,0,NOT,,,7,3
89950,@USER @USER @USER @USER Your school got piped by Georgia 😂,your school get pip georgia,4,0,0,1,NOT,,,11,5
59001,@USER Gross,gross,1,0,0,0,OFF,UNT,,2,1
36654,@USER @USER With Democrat's Sociability Quotient it's no wonder Democrats think about Gun Control all the time!,democrat s sociability quotient it s no wonder democrats think gun control time,2,0,0,0,OFF,TIN,GRP,17,13
23342,@USER How do you know he is? Because he said he is? Lol,you know he be he say he be lol,1,0,0,0,NOT,,,13,9
18987,@USER Conservatives are so sick of these tactics by liberals. First there was Bork then there was Thomas. Republicans just keep taking it too...Trump won’t take it for long though. URL,conservatives sick tactics liberals first bork thomas republicans keep take it too trump not take it long though,1,0,1,0,OFF,TIN,GRP,31,18
16067,@USER @USER Wish u folks luck w that. I think you’re fucked though.. There will never be enough pro gun folks elected in California to turn the tide on gun control. The masses are convinced guns only equal bad.  They already tell u which &amp; how many guns you can buy.  Now ammo. What’s left?,wish u folks luck w that i think you fuck though never enough pro gun folks elect california turn tide gun control mass convince gun equal bad they already tell u amp many gun you buy ammo leave,2,0,0,0,OFF,UNT,,55,38
53795,@USER @USER @USER You only have 6 1/2 years left buddy!! 😀#MAGA,you 6 1 2 years leave buddy maga,3,1,0,2,NOT,,,12,8
32817,"#TuesdayThoughts The White men"". Anyone else tired of identity politics?  And see how women are the victim by the liberals. Go vote @USER Aren't you tired of getting bashed?""",tuesdaythoughts white men anyone else tire identity politics see women victim liberals go vote not you tire get bash,1,1,0,0,NOT,,,29,19
39219,@USER @USER Get her in Washington on Monday. America first MAGA,get her washington monday america first maga,2,0,0,0,NOT,,,11,7
13928,"@USER And the gun control people say what? And the No gun zone"" people, where are you? SMH""",gun control people say what no gun zone people you smh,1,0,0,0,NOT,,,18,11
17263,@USER Speed test on computer wired and see what speeds do you have,speed test computer wire see speed you,1,0,0,0,NOT,,,13,7
56841,@USER Yes it’s valid. I explained earlier she had not used her old one for over 2 years but on sep 3rd she requested a new one. This arrived within 3days. She has now got her pin via on line banking. But She is still going to the bank tomorrow to find out why the pin and telephone code,yes it valid i explain earlier she not use her old one 2 years sep 3rd she request new one arrive within 3days she get her pin via line bank she still go bank tomorrow find pin telephone code,1,0,0,0,NOT,,,59,39
24186,@USER @USER @USER @USER @USER @USER I have. He is desperate to see what I'm saying and report me. Shame as he usually says nothing. Another antifa pussy no doubt,i have he desperate see i m say report me shame he usually say nothing another antifa pussy no doubt,6,0,0,0,OFF,TIN,IND,30,20
22137,@USER @USER Ikkk he is a fucking prince 6al3 mn al stories bta3in Disney kida ahhooo😹😭😹😭😹💜💜💜,ikkk he fuck prince 6al3 mn al stories bta3in disney kida ahhooo,2,0,0,1,OFF,TIN,IND,16,12
15353,@USER @USER @USER @USER @USER Odd. Stating opinions comes with an attack (cunt and assumption of a streamer using boobs for attention.) It was verbal diarrhea from a person who ought to know better.,odd state opinions come attack cunt assumption streamer use boob attention it verbal diarrhea person ought know better,5,0,0,0,OFF,TIN,IND,34,18
39408,@USER thank you sm and it was great meeting you too!! seeing you and my other favs reminded me that its so worth pushing through the pain to be able to do things like that!!,thank you sm it great meet you too see you my favs remind me its worth push pain able things like that,1,0,0,0,NOT,,,35,22
26105,@USER Wow...not even his supporters can do the math and see that he is not right for this country. Well his supporters cant do math either,wow not even his supporters math see he not right country well his supporters cant math either,1,0,0,0,OFF,TIN,GRP,26,17
78581,@USER If he doesnt want to face the responsibility for his actions then he is in the wrong job. That is without taking into account him being a bit shit... #AVFC #BRUCEOUT,he doesnt want face responsibility his action he wrong job without take account him bite shit avfc bruceout,1,2,0,0,OFF,TIN,IND,32,18
94804,@USER You are so hot that every man in the Twitter universe and beyond makes this not so thinly veiled attempts at flirting with you. You have almost 1700 followers in 6 months. You are extremely popular.  What's that like? URL,you hot every man twitter universe beyond make not thinly veil attempt flirt you you almost 1700 followers 6 months you extremely popular what s like,1,0,1,0,NOT,,,41,26
49574,@USER She is probably waiting on her private pay off,she probably wait her private pay,1,0,0,0,NOT,,,10,6
89665,@USER and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well,sometimes edgy bitch boys not secretly soft good trope they straight up abusive thin line walk dramione not walk it well,1,0,0,0,OFF,TIN,GRP,33,21
94591,#WebberForCongress #NJ11 #MAGA we cannot allow #Liberals to #Impeach #POTUS #Trump URL,webberforcongress nj11 maga we can not allow liberals impeach potus trump,0,7,1,0,NOT,,,12,11
66188,@USER @USER @USER Way to go David👍 I love it when someone can send the liberals into a tessyfiy in the morning. Keep up the fight. 🇺🇸🇺🇸🇺🇸,way go david i love it someone send liberals tessyfiy morning keep fight,3,0,0,2,OFF,TIN,GRP,27,13
33427,"@USER @USER @USER @USER For a President that is so unqualified "",  Donald J Trump most certainly is successful!  You can dislike the man, but you cannot deny his achievements!""",president unqualified donald j trump certainly successful you dislike man you can not deny his achievements,4,0,0,0,NOT,,,30,16
88572,@USER Perhaps FBI etc. Should look into Orrin Hatch closet and investigate what he is hiding Sex Offenders always stick together,perhaps fbi etc look orrin hatch closet investigate he hide sex offenders always stick together,1,0,0,0,OFF,TIN,IND,21,15
43022,@USER He can get on his knees with the rest of them and stay there. One day they will be playing to empty stadiums.,he get his knees rest them stay there one day they play empty stadiums,1,0,0,0,NOT,,,24,14
55108,@USER @USER He is too decent a man for this day and age.,he decent man day age,2,0,0,0,NOT,,,13,5
62266,@USER @USER @USER I am sure she is his “good friend”If He talks like an AntiSemite Walks like an AntiSemite and Acts like an AntiSemite then He is.... surprise! @USER  not really surprised,i sure she his good friend if he talk like antisemite walk like antisemite act like antisemite he be surprise not really surprise,4,0,0,0,NOT,,,33,23
43209,@USER Now this. A thousand percent agree with this. She is a passionate woman.,this thousand percent agree this she passionate woman,1,0,0,0,NOT,,,14,8
33580,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That's like arguing that soldiers who fought Nazis in WWII were violently forcing their ideas onto others"" when they shot Nazis. No, they weren't trying to change their minds with bullets, they were trying to stop them from forcing fascism on the world. Same with antifa.""",that s like argue soldier fight nazis wwii violently force their ideas onto others they shoot nazis no they not try change their mind bullets they try stop them force fascism world antifa,12,0,0,0,NOT,,,58,33
20751,#FarRight #Psychopath @USER #Leader @USER will now use the #invisible #press #created #catkiller as #excuse to bring back #FoxHunting if she's not gone by #Christmas #AnimalCruelty #ToriesOUT #NoConfidence #CrimeSyndicate #GE2018 #CriminalsOutofNumber10,farright psychopath leader use invisible press create catkiller excuse bring back foxhunt she s not go christmas animalcruelty toriesout noconfidence crimesyndicate ge2018 criminalsoutofnumber10,2,16,0,0,OFF,TIN,GRP,31,23
48948,@USER How come they only asked 2 questions on gun control?  That guy is in for sure,come they ask 2 question gun control guy sure,1,0,0,0,NOT,,,17,9
18318,@USER The mother never moved I think I would have at least moved a arm a leg I mean something she is a idiot. Why wasn’t she watching for car geeezzz and the other idiot in the car he/she is blind,mother never move i think i would least move arm leg i mean something she idiot not she watch car geeezzz idiot car he she blind,1,0,0,1,OFF,TIN,IND,41,26
97413,@USER @USER she is a zombie.,she zombie,2,0,0,0,OFF,TIN,IND,6,2
91976,@USER @USER @USER I think it is a safe bet that Donald is clueless on everything because he is ignorant &amp; lies so much. Ivanka knows everything &amp; will flip on all of them to save her treasonous ass.,i think it safe bet donald clueless everything he ignorant amp lie much ivanka know everything amp flip them save her treasonous ass,3,0,0,0,OFF,TIN,IND,39,23
56277,@USER Looks like conservatives made a back room deal with her as they are best known for always playing dirty divisive politics,look like conservatives make back room deal her they best know always play dirty divisive politics,1,0,0,0,OFF,TIN,IND,22,16
36847,@USER My brother works at boost he said he hasn’t heard anything,my brother work boost he say he not hear anything,1,0,0,0,NOT,,,12,10
15865,@USER @USER @USER @USER @USER i choose antifa URL,i choose antifa,5,0,1,0,NOT,,,9,3
49178,@USER Its amazing that these DemoRats are elected to any public office! Their total disregard of the US Constitution and due process is abhorrent. They hung this woman out to dry and the woman refuses to come foward and its the Conservatives fault,its amaze demorats elect public office their total disregard us constitution due process abhorrent they hang woman dry woman refuse come foward its conservatives fault,1,0,0,0,OFF,TIN,GRP,43,25
40933,@USER @USER Wait you don't know who she is? Oh boy,wait you not know she be oh boy,2,0,0,0,NOT,,,11,8
37652,@USER More empirical proof that liberals are the fascists who are trying to ruin America by destroying the sovereign rights of the people.,empirical proof liberals fascists try ruin america destroy sovereign right people,1,0,0,0,NOT,,,23,11
90182,@USER @USER You Rotated him the wrong way and now it looks like he is gliding.,you rotate him wrong way it look like he glide,2,0,0,0,NOT,,,16,10
30950,@USER @USER Cry a river Trump won,cry river trump,2,0,0,0,NOT,,,7,3
43150,@USER He too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the Obama administration,he afraid his backstabbing deeds discover make public undermine entire farce obama administration,1,0,0,0,OFF,TIN,IND,22,13
37872,@USER When you put fortnite on the poll instead of Spider-Man URL,you put fortnite poll instead spider man,1,0,1,0,NOT,,,12,7
12121,@USER @USER @USER @USER @USER @USER Yes I do! A lot of us that support stricter gun control are absolutely opposed to having all guns banned. I myself am a responsible gun owner who is capable of *also* recognizing that we do not need civilian ownership these other guns.  compromise clearly isn’t your strong suit.,yes i do lot us support stricter gun control absolutely oppose gun ban i myself responsible gun owner capable also recognize we not need civilian ownership gun compromise clearly not your strong suit,6,0,0,0,NOT,,,55,33
50394,@USER Big if true lol,big true lol,1,0,0,0,NOT,,,5,3
38180,@USER Much suckage if bad. And it don’t look good.,much suckage bad it not look good,1,0,0,0,NOT,,,10,7
33366,@USER Medically treat  the addict and the mentally ill gun shooter for the medical cause 1st then no need for a wall or further gun control,medically treat addict mentally ill gun shooter medical cause 1st no need wall gun control,1,0,0,0,OFF,TIN,IND,26,15
55715,@USER Lol you are so tight 😂,lol you tight,1,0,0,1,OFF,UNT,,7,3
48284,@USER @USER @USER @USER Riots everywhere 😡😡😡😡👊👊👊👊,riot everywhere,4,0,0,1,NOT,,,7,2
10740,@USER College football is much more interesting than the NFL protesters.,college football much interest nfl protesters,1,0,0,0,NOT,,,11,6
40767,@USER #Police are priority for funding! @USER @USER @USER Our country is overrun with crime. Degrees of lawlessness in #UnitedKingdom,police priority fund our country overrun crime degrees lawlessness unitedkingdom,4,2,0,0,NOT,,,20,10
95923,@USER @USER @USER @USER @USER What does it matter who I vote for..it’s the left who pushes for gun control yet portrays black men in music vids as violent gun “users”..stfu! Lmao sleeping fools,it matter i vote for it leave push gun control yet portray black men music vids violent gun users stfu lmao sleep fool,5,0,0,0,OFF,TIN,GRP,34,23
74187,@USER @USER They're NOT   #BuildTheWall #LockThemUp #DrainTheDeepState #NFLWalkAway &amp; #MAGA,they re not buildthewall lockthemup drainthedeepstate nflwalkaway amp maga,2,5,0,0,NOT,,,10,9
23378,@USER @USER Actually bad examples. Japan never had weapons of any kind to begin with before their gun control. Uk and Australias gun crime and crime in general didn't see a spike down. New Zealand has much less gun control than you think. Plus there's still guns on the black market,actually bad examples japan never weapons kind begin their gun control uk australias gun crime crime general not see spike down new zealand much less gun control you think plus there s still gun black market,2,0,0,0,NOT,,,51,36
69273,@USER The real ANTIFA!! URL,real antifa,1,0,1,0,NOT,,,5,2
40339,@USER @USER @USER @USER CNN is doing fine. It's just that MSNBC is doing great. Fox hasn't grown one iddy biddy tiny bit. Same crowd of Conservatives (about 3out of 10 people)...so sane people still are a majority,cnn fine it s msnbc great fox not grow one iddy biddy tiny bite crowd conservatives about 3out 10 people so sane people still majority,4,0,0,0,NOT,,,38,25
23544,@USER @USER @USER I’ll accept your framing if you accept that it’s perfectly legit for me to say Vox contributes meaningfully to Antifa violence and the internment of Uighur Muslims in China. Call it a deal,i accept your frame you accept it perfectly legit me say vox contribute meaningfully antifa violence internment uighur muslims china call it deal,3,0,0,0,NOT,,,36,23
11854,@USER CNN is trash and everyone that has a brain knows it!,cnn trash everyone brain know it,1,0,0,0,OFF,TIN,OTH,12,6
87285,AND Still I give it the old college try! #WalkAway #CommunismKills #LuciferiaRising @USER #MAGA #Trump2020 URL,still i give it old college try walkaway communismkills luciferiarising maga trump2020,1,5,1,0,NOT,,,16,12
85453,"@USER @USER Thanks, I was wondering what this term was supposed to mean. Right wing radicalisation"" ... is that supposed to imply that conservatives engage in extremist tactics like Maxine Waters calls for?""",thank i wonder term suppose mean right wing radicalisation suppose imply conservatives engage extremist tactics like maxine water call for,2,0,0,0,NOT,,,33,20
36350,@USER Please watch the story of Welles Crowther. He is a hero.  You are simply an asshole. Be ashamed,please watch story well crowther he hero you simply asshole ashamed,1,0,0,0,OFF,TIN,IND,19,11
34914,"@USER @USER @USER @USER The only one suffering terrorist attacks is Mussolini""  even if that were true, the way that ""terrorist"" is generally defined (as ""doing violence against power, outside of government realm"")  of course its true  its irrelevant, Hitler by that analogy wasnt a criminal. Antifa was""",one suffer terrorist attack mussolini even true way terrorist generally define as do violence power outside government realm course its true its irrelevant hitler analogy wasnt criminal antifa be,4,0,0,0,NOT,,,48,29
61415,@USER @USER You are unwell,you unwell,2,0,0,0,NOT,,,5,2
49813,@USER She is such a witch.  All she needs is a broom,she witch she need broom,1,0,0,0,OFF,TIN,IND,12,5
21810,@USER Liberals can’t math good. 😂,liberals not math good,1,0,0,1,NOT,,,6,4
36993,@USER 2 Cor 5:17 “Therefore if anyone is in Christ [Consciousness] he is a new creation. Old things have passed away and look! New things have come.”,2 cor 5 17 therefore anyone christ consciousness he new creation old things pass away look new things come,1,0,0,1,NOT,,,27,19
72889,@USER she is so sweet,she sweet,1,0,0,0,NOT,,,5,2
36526,@USER @USER @USER Why would Feinstein even waste paper on this anonymous letter she is not well.,would feinstein even waste paper anonymous letter she not well,3,0,0,0,NOT,,,17,10
22274,@USER I love the 'so far to the Left that they place themselves in opposition to the Left' people.  It's a bit like the far right who hate conservatives and Israel.,i love so far leave they place themselves opposition leave people it s bite like far right hate conservatives israel,1,0,0,0,NOT,,,31,20
65442,@USER @USER Mossad.,mossad,2,0,0,0,NOT,,,3,1
89890,@USER He is not the best receiver in the NFL when healthy.,he not best receiver nfl healthy,1,0,0,0,NOT,,,12,6
15657,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Fluffy was found 🐈❤️💙🐾‼️,fluffy find,11,0,0,1,NOT,,,15,2
60909,@USER @USER Okay Blane. Now get back to your basement and keep making Antifa dresses.,okay blane get back your basement keep make antifa dress,2,0,0,0,NOT,,,15,10
18029,@USER @USER These conservatives are selfish and self serving. This isn’t the “Trudeau plan”. The Liberals are working with Conservatives like Mulroney and Ambrose to solve this. It’s not a partisan issue.,conservatives selfish self serve not trudeau plan liberals work conservatives like mulroney ambrose solve this it not partisan issue,2,0,0,0,OFF,TIN,GRP,32,19
68124,#MeTooMovement has become a far left liberal political machine ran by feminist hacks that hate all men and conservatives. #Trump #MAGA #KavanaughConfirmationHearings,metoomovement become far leave liberal political machine run feminist hack hate men conservatives trump maga kavanaughconfirmationhearings,0,4,0,0,OFF,TIN,GRP,22,16
60175,@USER Haha that's just because I'm unique. A lot of Americans can't find Sweden on a map. And I'm like jag älskar Sverige😍💙💛🇸🇪❤️,haha that s i m unique lot americans not find sweden map i m like jag lskar sverige,1,0,0,1,NOT,,,23,18
13868,@USER @USER He is a joke.,he joke,2,0,0,0,NOT,,,6,2
35983,@USER And with right wingers its about white supremacy and neo naziism ? Right?,right wingers its white supremacy neo naziism right,1,0,0,0,OFF,TIN,GRP,14,8
84169,New York Times Admits Experts Were Wrong About Trump&amp;#8217;s Iran Policy. America Is Winning. URL Chaulk this one up a deep mark of success scrathed in the wall of successes. MAGA @USER,new york time admit experts wrong trump amp 8217 s iran policy america win chaulk one deep mark success scrathed wall successes maga,1,1,1,0,NOT,,,32,23
19884,@USER @USER I’m guessing Willie Nelson said IDGAF about pissing off trump lemmings to do Beto’s campaign rally.,i guess willie nelson say idgaf piss trump lemmings beto campaign rally,2,0,0,0,NOT,,,18,12
86242,@USER Its like saying the brown shirts afe better than nazis because they pretended to be socialists.,its like say brown shirt afe better nazis they pretend socialists,1,0,0,0,OFF,TIN,OTH,17,11
18772,@USER So speaks according to his own bio ......a Christian.   A white man who worships Jesu....s a brown man...... being racist to brown hobbits. He is two things.... a ringwraith and a blocked ringwraith. Thanks heavens out of 6 Billion people on the earth only 18 want to follow him,speak accord his bio a christian white man worship jesu s brown man racist brown hobbits he two things ringwraith block ringwraith thank heavens 6 billion people earth 18 want follow him,1,0,0,0,NOT,,,50,32
57414,@USER @USER Then let the proud boys back on or get rid of Antifa. Lies until one of those two choices comes to fruition. Be the man your parents expected you to be.,let proud boys back get rid antifa lie one two choices come fruition man your parent expect you be,2,0,0,0,NOT,,,33,19
85604,@USER @USER @USER @USER Because the National Front of BNP always did well in rural Somerset or In cities like Chester. Just as most Antifa recruits come from places like Burnley or Halifax. Is there any reality you people don't invert?,national front bnp always well rural somerset cities like chester antifa recruit come place like burnley halifax reality you people not invert,4,0,0,0,NOT,,,41,22
75669,@USER Wtf have I missed here. My account was hacked and just got it back up and running. Somebody care to explain what’s going on here.  Am I right in saying that the guy who has been playing live saying he is Dash Berlin aka Jeff ??? So what’s happened ???,wtf i miss here my account hack get it back run somebody care explain go here i right say guy play live say he dash berlin aka jeff happen,1,0,0,0,OFF,TIN,OTH,51,29
92100,@USER @USER @USER The Distance Home for right now but we will be sending you a Doll Factory proof very soon and you are going to love it Fiona!!,distance home right we send you doll factory proof soon you go love it fiona,3,0,0,0,NOT,,,29,15
56917,@USER @USER that’s just cause the director a fucking beast but let’s not act like christian bale ever fuck niggas up or had wavy fighting scenes,cause director fuck beast let not act like christian bale ever fuck niggas wavy fight scenes,2,0,0,0,OFF,TIN,IND,26,16
60796,@USER @USER Your statement sums up the Lib Dem party tbh Brett. And the Conservatives....... and the Labour Party......... What a sorry state we are in!!,your statement sum lib dem party tbh brett conservatives labour party sorry state we in,2,0,0,0,NOT,,,26,15
