id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,new_tweet_length,original_tweet_length
53663,@USER @USER Characterizations of famous people are very funny. But not if they are black. Cue the race baiters in 3...2...1...,characterizations famous people funny not black cue race baiters 3 2 1,2,0,0,0,NOT,,,12,21
40131,@USER @USER Bloodsport who can forget the monologue by jackson describing this big monster. and to think he is in his 60's now,bloodsport forget monologue jackson describe big monster think 60 s,2,0,0,0,OFF,TIN,IND,10,23
95216,@USER I never call you an American! #MAGA,never call american maga,1,1,0,0,NOT,,,4,8
50279,"@USER When she's wearing her hero 'costume' she /is/ completely invisible so.... yes?"" URL",wear hero costume be completely invisible so yes,1,0,1,2,NOT,,,8,14
29109,@USER I look forward to seeing your antifa hoodie,look forward see antifa hoodie,1,0,0,0,NOT,,,5,9
55037,@USER Lol! You are correct  ;),lol correct,1,0,0,0,NOT,,,2,6
41277,@USER Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly,awesome kavanaugh not shake gun control dads hand sorry kid kill gun not future judge fault happen omg white people cities silly,1,0,0,0,OFF,TIN,GRP,22,39
94902,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Killing the number is finishing your time... No parole... You are done,kill number finish time no parole do,47,0,0,0,NOT,,,7,59
35559,#LeviStrauss takes stand on gun control #SanFrancisco #LEVISTRAUSS&amp;COMPANY #America #SaferTomorrowFund URL URL,levistrauss take stand gun control sanfrancisco levistrauss amp company america safertomorrowfund,0,5,2,0,NOT,,,11,12
18909,@USER @USER Only if Soros says I can!,soros say can,2,0,0,0,NOT,,,3,8
26404,@USER @USER @USER @USER Lord Of The Pies should kept his c*ck holster shut.  Nobody gives a toss what you Hollyweirdo's have to say.  #MAGA,lord pies keep c ck holster shut nobody give toss hollyweirdo s say maga,4,1,0,0,OFF,UNT,,14,25
79096,@USER You are strong girl. Don't listen to the trash talk. They don't know anything. You just go and tell the truth. That's all that matters. 🙏🌊🙏🌊,strong girl not listen trash talk not know anything go tell truth that s matter,1,0,0,1,NOT,,,15,27
86447,@USER If they do this then I'm all FOR the former in that scenario with regards to antifa.,i m former scenario regard antifa,1,0,0,0,NOT,,,6,18
37449,@USER Exactly! Ford is just a damn pawn for the Baby-Adults of America / aka Democrats. #SheIsALiar 🤥- I ❤️ that Conservatives will control the highest court for 20+ years.,exactly ford damn pawn baby adults america aka democrats sheisaliar conservatives control highest court 20 years,1,1,0,3,NOT,,,16,30
37603,@USER Because claims if sex assault and rape are only political weapons to them.,claim sex assault rape political weapons them,1,0,0,0,NOT,,,7,14
78637,@USER Hell no#MAGA 🇺🇸🇺🇸🇺🇸🇺🇸,hell no maga,1,1,0,1,NOT,,,3,4
90880,@USER @USER @USER @USER @USER What's the difference between these two extreme right-wing Conservatives? Hint: Only one of them is acting being a B'Stard. URL,what s difference two extreme right wing conservatives hint one act b stard,5,0,1,0,NOT,,,13,25
26153,@USER Omfg yassssss! 😍,omfg yassssss,1,0,0,1,NOT,,,2,4
34570,@USER @USER This coming from the Soros militia. Aren’t you the intellectual mind behind ANTIFA?,come soros militia not intellectual mind behind antifa,2,0,0,0,NOT,,,8,15
67789,@USER Bullshit.,bullshit,1,0,0,0,NOT,,,1,2
19594,@USER @USER It's not safe anyway because he is a liar! You can NEVER get to the bottom  of a liar!,not safe anyway liar never get bottom liar,2,0,0,0,OFF,TIN,IND,8,21
43712,@USER @USER I seriously believe he is evil..,seriously believe evil,2,0,0,0,OFF,TIN,IND,3,8
52881,@USER This sums up what's happening across the pond. It is what the #MSM hides in America.  #MeToo  #MAGA  #KAG2018,sum what s happen across pond msm hide america metoo maga kag2018,1,4,0,0,NOT,,,12,20
92973,@USER @USER He worries about “antifa” while he invites and poses for pics with known neonazis. SMDH,worry antifa invite pose pics know neonazis smdh,2,0,0,0,OFF,TIN,IND,8,17
49896,@USER @USER Without question Professor Ford is troubled that's being polite. Half the women in the world (probably more) have been groped at one time or an other  and don't hold on to it for 40 years. This is obviously a political ploy to deter scotus confirmation. @USER #MAGA,without question professor ford trouble that s polite half women world probably more grope one time not hold 40 years obviously political ploy deter scotus confirmation maga,3,1,0,0,OFF,TIN,IND,27,49
37864,@USER Anti abortion is not about the sanctity of life. Its about the subjugation of women. If it was about life then the paradox you point out would not exist and gun control would be pursued.,anti abortion not sanctity life subjugation women life paradox point would not exist gun control would pursue,1,0,0,0,NOT,,,17,36
90142,@USER Another lying liberal.. Many lying libtards will be exposed as they  unclassifie documents. The Liberals will lie cheat and steal to try to bring our country down. Stop this anti-American idiotic socialist movement vote Republican in November Trump 2020.,another lie liberal many lie libtards expose unclassifie document liberals lie cheat steal try bring country down stop anti american idiotic socialist movement vote republican november trump 2020,1,0,0,0,OFF,TIN,GRP,28,40
29979,@USER @USER Liberals own education in this country.  The faults of education lies on the federal socialization of our schools and the unions power over school boards.  Look where the worst schools are...,liberals education country fault education lie federal socialization school unions power school board look worst school be,2,0,0,0,NOT,,,17,33
57902,@USER *fingers crossed* she is enjoying school but going...konjam sad and little tears.  no tanrums though...,finger cross enjoy school go konjam sad little tear no tanrums though,1,0,0,0,NOT,,,12,16
32810,@USER Good shit,good shit,1,0,0,0,OFF,UNT,,2,3
49289,"@USER Because across the country everyone recognizes high handed authoritarian gerrymandering and democratic subversion. Only self serving Ontario conservatives"" speak for this.""",across country everyone recognize high hand authoritarian gerrymander democratic subversion self serve ontario conservatives speak this,1,0,0,0,NOT,,,16,22
69307,@USER Sure thing😏,sure thing,1,0,0,1,NOT,,,2,3
15227,@USER You’re a bye week,bye week,1,0,0,0,NOT,,,2,5
77901,@USER you are LITERALLY so woke and sexy,literally wake sexy,1,0,0,0,NOT,,,3,8
29417,@USER GOOD!,good,1,0,0,0,NOT,,,1,2
92079,@USER YOU ARE HELPING THE #RedWaveRising URL,help redwaverising,1,1,1,0,NOT,,,2,7
64145,**Available Position** Teacher - Special Education Mild/Moderate If you are interested/qualified apply at the link below: URL URL,available position teacher special education mild moderate interest qualify apply link below,0,0,2,2,NOT,,,12,18
15009,@USER @USER @USER @USER You know who didn't have any allegations on his record Brett Kavanagh until one week ago when the Democrats thought it up but I'm sure any Democrat nominee from now on will have someone in their past come forward and I hope the Liberals are happy for bringing lowering us,know not allegations record brett kavanagh one week ago democrats think i m sure democrat nominee someone past come forward hope liberals happy bring lower us,4,0,0,0,NOT,,,26,54
85550,@USER Absolutely. He is very special.,absolutely special,1,0,0,0,NOT,,,2,6
34378,",...Criminal Complicity in ALL OF THIS MESS! --- Last night, Mr. Gregg Jarrett appeared on Hannity""!,...He is Always Incredible, and He made Another Great point when He reminded All Of US that ""Starting an illegitimate Investigation is a Crime""! ---  TRUTH IS COMING OUT MUELLER!""",criminal complicity mess last night mr gregg jarrett appear hannity he always incredible make another great point remind us start illegitimate investigation crime truth come mueller,0,0,0,0,OFF,TIN,IND,26,45
57157,@USER @USER @USER @USER @USER @USER @USER You look Beautiful Ashley.Yr home away from home! U look so comfortable.Hey @USER let's bring Bridget home 2b w the rest of her family&amp;friends as a Regular on the show.I'm a diehard fan&amp;want AJ back on 📺 screen where she is happiest #BringBridgetHome #BringBridgetBack ❤AJ,look beautiful ashley yr home away home u look comfortable hey let s bring bridget home 2b w rest family amp friends regular show i m diehard fan amp want aj back screen happiest bringbridgethome bringbridgetback aj,8,2,0,2,NOT,,,37,52
38074,@USER @USER Good,good,2,0,0,0,NOT,,,1,3
94216,@USER Globalist TOOL.,globalist tool,1,0,0,0,NOT,,,2,3
65794,@USER @USER best lead @USER &amp; @USER most underrated,best lead amp underrate,4,0,0,0,NOT,,,4,9
65495,"... She is our north star, amongst the many stars that pass away to fill the night sky with brilliancy."" I cannot begin 2 imagine this as a parent but am so grateful &amp; humbled for the time however brief w/ so many shining stars who continue to guide all of us... URL",north star amongst many star pass away fill night sky brilliancy can not begin 2 imagine parent grateful amp humble time however brief w many shin star continue guide us,0,0,1,1,NOT,,,30,53
19659,@USER @USER Dolt. You’ve become another nail for Hammer Trump.,dolt become another nail hammer trump,2,0,0,0,OFF,TIN,IND,6,10
32524,@USER Fuck off,fuck,1,0,0,0,OFF,TIN,IND,1,3
89310,@USER @USER She loves Sailor Moon so of course she is,love sailor moon course,2,0,0,0,NOT,,,4,11
25270,#RedWave a coming!! That's ok tho. No conservative will harm you b/c of your political ideals.  Cant say the same for liberals tho. Liberals can be vile and nasty to opposing views. URL,redwave come that s ok tho no conservative harm b c political ideals cant say liberals tho liberals vile nasty oppose view,0,1,1,1,OFF,TIN,GRP,22,33
42345,@USER i fully cant remember hes just always gettimg himself into shit like he never stops causing government based chaos i wish he would calm down,fully cant remember hes always gettimg shit like never stop cause government base chaos wish would calm,1,0,0,0,OFF,TIN,IND,17,26
91396,@USER Dude. What the fuck is WRONG WITH YOU?  I sent you a direct tweet to show you how you re-tweet your OWN shit. Then I let it go. Now you want to double down?  Just go back to Whoviille,dude fuck wrong you send direct tweet show re tweet shit let go want double down go back whoviille,1,0,0,0,OFF,TIN,IND,19,40
44196,@USER Americans need to realize they rape and kill easily because of their environment. We absolutely have to close our Borders until proper vetting is implemented.,americans need realize rape kill easily environment absolutely close border proper vet implement,1,0,0,0,OFF,TIN,OTH,13,26
42806,@USER Notice that ALL of the homeless are white and American.  That's not by accident.  The state has gone out of its way to displace Americans with by harboring illegal aliens and making taxpayers pay for them.  #MAGA,notice homeless white american that s not accident state go way displace americans harbor illegal alien make taxpayers pay them maga,1,1,0,0,NOT,,,21,38
54087,@USER @USER @USER @USER And you say liberals make false promises? How’s that wall coming? How’s that denuclearization of NK coming? How that “tax break” working out for you? Nice ole tariffs we got there huh? But yea keep on saying wild outlandish shit to make you feel better,say liberals make false promise wall come denuclearization nk come tax break work you nice ole tariff get huh yea keep say wild outlandish shit make feel better,4,0,0,0,NOT,,,28,49
41132,@USER @USER has always been regarded as UK’s worst ever PM -  and that’s by the Conservatives. How he can still get his foot in the door in Europe tells you everything you need to now about its bosses.,always regard uk worst ever pm conservatives still get foot door europe tell everything need boss,2,0,0,0,NOT,,,16,39
57414,@USER @USER Then let the proud boys back on or get rid of Antifa. Lies until one of those two choices comes to fruition. Be the man your parents expected you to be.,let proud boys back get rid antifa lie one two choices come fruition man parent expect be,2,0,0,0,NOT,,,17,33
60420,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Expanding the protection of rights is the opposite of curtailing rights. Gun control curtails rights.,expand protection right opposite curtail right gun control curtail right,10,0,0,0,NOT,,,10,25
20494,@USER @USER @USER @USER where did you get that Kavanaugh doesn't want an investigation?   CNN?,get kavanaugh not want investigation cnn,4,0,0,0,NOT,,,6,15
66752,@USER Liberals ruin everything.,liberals ruin everything,1,0,0,0,NOT,,,3,4
45659,@USER @USER Sure hope Maxi marches with Antifa. She will cover her head,sure hope maxi march antifa cover head,2,0,0,0,NOT,,,7,13
99066,@USER @USER @USER @USER She is going to support Trump.  Raise to replace.  It’s coming anyway. She is angry because her oral tapdance substantive betrayal shtick no longer is working ...,go support trump raise replace come anyway angry oral tapdance substantive betrayal shtick no longer work,4,0,0,0,NOT,,,16,31
30115,"@USER It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable.""",easily digestible content there s no need nuance even understand story show picture antifa get base level emotional response content require order profitable,1,0,0,0,NOT,,,23,39
82479,@USER he is VALID,valid,1,0,0,0,NOT,,,1,4
79207,@USER All Trump's fault I guess URL,trump s fault guess,1,0,1,0,NOT,,,4,7
86265,@USER And somehow Trump is divine prophecy he's helping them all the wonderful things they wanted to take away from women...Fuck Religion. 2,somehow trump divine prophecy he s help wonderful things want take away women fuck religion 2,1,0,0,0,OFF,TIN,IND,16,23
16105,@USER @USER Lefty Pope should also! He is Not worthy rep for true christian roman catholics!! He failed his flock!,lefty pope also not worthy rep true christian roman catholics fail flock,2,0,0,0,OFF,TIN,IND,12,20
93056,@USER @USER He is delirious!,delirious,2,0,0,0,OFF,TIN,IND,1,5
84905,@USER He needs to Either Pick Politics or Singing ....... Either way He Stinks at Both!,need either pick politics sing either way stink both,1,0,0,0,OFF,TIN,IND,9,16
11929,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She is busy in appeasing minorities henceforth,busy appease minorities henceforth,50,0,0,0,NOT,,,4,57
87412,"@USER Rosie hugs him tight Hello Angy."" She smiled happy ""Im so happy that she is back and I bet you Levi will be here in a few seconds."" Levi walks in and gasps ""ROSIE!"" Levi ran over making Jack smile""",rosie hug tight hello angy smile happy im happy back bet levi second levi walk gasp rosie levi run make jack smile,1,0,0,0,NOT,,,22,41
67473,"@USER @USER Her friends. Probably liberals also, so I would imagine they are willing to lie to undermine the nomination. Sure, she told us months ago""""",friends probably liberals also would imagine will lie undermine nomination sure tell us months ago,2,0,0,0,NOT,,,15,26
38623,@USER Bill and Brooke deserve each other. They are like hot and cold. They’re in love with this person this week and in love it that on the next. Brooke I can understand. She is the SFTV but Bill?! They’ve ruined him.,bill brooke deserve other like hot cold love person week love next brooke understand sftv bill ruin him,1,0,0,0,OFF,UNT,,18,42
39762,@USER Omg he is!!!!! I fucking hate Dale!!!!!!,omg be fuck hate dale,1,0,0,0,OFF,TIN,IND,5,8
32464,Gee...I wonder? #DrainTheDeepStateSwamp #WWG1WGA #QAnon #MAGA URL,gee i wonder drainthedeepstateswamp wwg1wga qanon maga,0,4,1,0,NOT,,,7,7
41374,@USER @USER And I don’t call striking down gun control legislation curtailing our civil rights.   Gun control legislation is just common sense.,not call strike gun control legislation curtail civil right gun control legislation common sense,2,0,0,0,NOT,,,14,22
26022,@USER BOYCOTT NFL &amp; NIKE !!!!!!!!!!!!!!!!!!!!!!!,boycott nfl amp nike,1,0,0,0,NOT,,,4,6
83107,@USER @USER Sure hope he remembers the Libs efforts to shaft him after he is confirmed.,sure hope remember libs efforts shaft confirm,2,0,0,0,NOT,,,7,16
56970,@USER @USER Tell Micheal to:  #WeThePeople #TheGreatAwakening #MAGA  #WWG1WGA #Qanon #Q #WalkAway #WalkAwayFromDemocrats2018 #Midterms #ConfirmKavanaugh #FISA #Economy URL,tell micheal to wethepeople thegreatawakening maga wwg1wga qanon q walkaway walkawayfromdemocrats2018 midterms confirmkavanaugh fisa economy,2,12,1,0,NOT,,,15,18
60727,@USER I can’t think of a worse 3 game start for a coach at such a big time university in my life. 1-2 and almost lose to Fred Samford University lol I know it’s Sanford. But yea they still owe him whatever he is owed,not think worse 3 game start coach big time university life 1 2 almost lose fred samford university lol know sanford yea still owe whatever owe,1,0,0,0,NOT,,,26,45
23739,"@USER @USER I think this is more a way to scare Brexiteer Conservatives into toeing the party line.  Brexiteers are all for the will of the people"" so long as the people agree with them.""",think way scare brexiteer conservatives toe party line brexiteers people long people agree them,2,0,0,0,NOT,,,14,35
85090,@USER @USER @USER @USER URL Maybe we need to ban knives? What do you think? URL,maybe need ban knives think,4,0,2,0,NOT,,,5,16
78129,@USER All this division in our nation is utter nonsense.,division nation utter nonsense,1,0,0,0,OFF,TIN,OTH,4,10
59968,@USER What Gun Control DON'T they have ? Even the smallest forces have Policies in Place for Firearm use ! I support Gun Control I can't hit my target W/O it !,gun control even smallest force policies place firearm use support gun control not hit target w o,1,0,0,1,NOT,,,17,32
59556,@USER @USER Whoever put this together thank you !!!!  I loved watching and the little circle on 18 made it so much better.  You are really awesome Jude Thaddeus Wolfe!  So fun to watch.  Proud of you Boochi!,whoever put together thank love watch little circle 18 make much better really awesome jude thaddeus wolfe fun watch proud boochi,2,0,0,0,NOT,,,21,38
92945,@USER Im only there for the meltdown URL,im meltdown,1,0,1,0,NOT,,,2,8
89369,@USER The far right is making no noise now.  Antifa is burning down schools and attacking people.  Deal with reality,far right make no noise now antifa burn school attack people deal reality,1,0,0,0,NOT,,,13,20
71383,@USER @USER @USER @USER @USER Agreed and what I’m saying too.,agree say too,5,0,0,0,NOT,,,3,11
36136,@USER Best not stray off message. We need to be using every death to blame guns and push for gun control. Talking about actual causes distracts from that. 🙉 #gunsense,best not stray message need use every death blame gun push gun control talk actual cause distract that gunsense,1,1,0,1,NOT,,,19,30
57756,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER When liberals are uncomfortable.,liberals uncomfortable,17,0,0,0,NOT,,,2,21
68900,"@USER @USER should careful!!  all things will use to against him, It's kind of a hit job by Someone or a Group?? That's Interview"" was used to victimize him, he should be careful to act from now on!!""",careful things use him kind hit job someone group that s interview use victimize him careful act on,2,0,0,0,NOT,,,18,38
78764,@USER @USER Twitter is very sneaky about censoring Conservatives n  various ways. There definitely  needs to be an investigation.,twitter sneaky censor conservatives n various ways definitely need investigation,2,0,0,0,NOT,,,10,19
76064,@USER @USER He would say that.... he’s running scared!!  And so he should be!,would say that run scar be,2,0,0,0,NOT,,,6,14
88334,@USER @USER As Fat as he is President Trump will be the last President Moore Ever See's,fat president trump last president moore ever see s,2,0,0,0,NOT,,,9,17
65277,@USER He's going to need a pair of running shoes so he can look for work when he's sees we're not supporting his dumb ass movies anymore. 🤷‍♀️#walkaway,he s go need pair run shoe look work he s see we re not support dumb ass movies anymore walkaway,1,1,0,1,NOT,,,21,28
18355,@USER @USER Don’t usually do Twitter”conversations”but my point was Dana may be kind of woman who doesn’t want to help other woman;wants to be THE prima donna &amp; so doesn’t care about developing next-gen girls.She is against gun control &amp; isn’t bothered by school shootings-must not like kids,not usually twitter conversations but point dana may kind woman not want help woman want prima donna amp not care develop next gen girls she gun control amp not bother school shoot must not like kid,2,0,0,0,OFF,TIN,OTH,36,48
46499,@USER You are my help,help,1,0,0,0,NOT,,,1,5
11007,@USER @USER @USER You are a sick person,sick person,3,0,0,0,OFF,TIN,IND,2,8
73122,"@USER @USER Because I knew it would flush out the one Dutch antifa"" on Twitter. I was feeling lonely.""",know would flush one dutch antifa twitter feel lonely,2,0,0,0,NOT,,,9,19
60451,@USER @USER A voice from the frontline of domestic violence that the gun lobby cannot drown out. #cdnpoli URL,voice frontline domestic violence gun lobby can not drown out cdnpoli,2,1,1,0,OFF,TIN,IND,11,19
59960,Lots of info coming out today! #PatriotsUnite  #PatriotsFight  #WWG1WGA  #GrowTheNetwork  #MakeAmericaGreatAgain  #KeepAmericaGreat #TheGreatAwakening  #TheStormIsUponUs  #TheEyeOfTheStorm #MAGA  #KAG  #ILoveAmerica  @USER 💯🇺🇸🦅.  @USER URL,lot info come today patriotsunite patriotsfight wwg1wga growthenetwork makeamericagreatagain keepamericagreat thegreatawakening thestormisuponus theeyeofthestorm maga kag iloveamerica,2,12,1,1,NOT,,,16,22
81517,@USER @USER WTF??! SHE IS ONE.... I did say I hope trumps doc rots off but nobody noticed... oh yah I tagged him too... I better tone down the dick falling off. It will happen soon enough!!!!🤭🤔😂,wtf one say hope trump doc rot nobody notice oh yah tag too better tone dick fall off happen soon enough,2,0,0,1,OFF,TIN,IND,21,37
34840,"@USER Trump didn't want to be president"", therefore colluding with Russia for presidency is a made up attempt by liberals just like SCJOUS.""",trump not want president therefore collude russia presidency make attempt liberals like scjous,1,0,0,0,NOT,,,13,23
65526,@USER Ellison has done FAR worse and there’s hard evidence! Nothing is being done in that matter! #MAGA,ellison do far worse hard evidence nothing do matter maga,1,1,0,0,NOT,,,10,18
60981,@USER I ain’t fucking w/u today lol,not fuck w u today lol,1,0,0,1,OFF,UNT,,6,7
19871,@USER @USER @USER Soy boy is a slur against liberals. I wasn’t calling you anything.,soy boy slur liberals not call anything,3,0,0,0,NOT,,,7,15
28407,@USER @USER There should be a serious FBI investigation into this woman’s motives behind this political hit job. This kind of shit is NEVER done to anyone other than conservatives. Such bullshit.,serious fbi investigation woman motives behind political hit job kind shit never do anyone conservatives bullshit,2,0,0,0,OFF,TIN,GRP,16,32
46888,@USER Go out like Seinfeld and cancel the series while it's hot! Jk don't you fucking dare. This better have a 50 issue plan.,go like seinfeld cancel series hot jk not fuck dare better 50 issue plan,1,0,0,0,OFF,UNT,,14,24
49763,"@USER Dear Paul McFartney-  You had us at Beatles.  You lost us at President Mad Captain.  Burn in hell-  Jon."" URL",dear paul mcfartney us beatles lose us president mad captain burn hell jon,1,0,1,0,OFF,TIN,IND,13,21
46933,@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.,r 65 million sign affect not vote asshole,2,0,0,0,OFF,UNT,,8,19
31793,@USER She don’t even wear the shit I buy her now. Move away from me.,not even wear shit buy now move away me,1,0,0,0,OFF,TIN,IND,9,15
95662,4 and a half up on the Phillies! If you are a fan of any Georgia sports you know that no lead is safe!,4 half phillies fan georgia sport know no lead safe,0,0,0,0,NOT,,,10,24
98737,@USER Her own party doesn’t want that,party not want,1,0,0,0,NOT,,,3,7
68937,@USER @USER @USER 🤣🤣 because they don’t exist!,not exist,3,0,0,1,NOT,,,2,8
52495,@USER @USER Sorry you are having issues. Please send an email to feedback@USER with a description of your issue and the email address associated with your account. Thanks.,sorry issue please send email feedback description issue email address associate account thank,3,0,0,0,NOT,,,13,28
82580,@USER @USER @USER They need to only ever see the sky from the safety of a HMP exercise yard,need ever see sky safety hmp exercise yard,3,0,0,0,NOT,,,8,19
46270,@USER @USER The fake and bake twins!,fake bake twin,2,0,0,0,NOT,,,3,7
60506,@USER please can I print out the great poster you designed for #JusticeForOliver I have a stall at @USER event for this purpose. I was going to do one myself but you are much better at techno😁 @USER URL,please print great poster design justiceforoliver stall event purpose go one much better techno,3,1,1,1,NOT,,,14,39
21762,@USER no  MAGA is true  Many  Are  Getting  Arrested  URL,no maga true many get arrest,1,0,1,0,NOT,,,6,10
68093,@USER Doesn't matter to us. We gave up on the NFL over a year ago.,not matter us give nfl year ago,1,0,0,0,NOT,,,7,15
48562,@USER Brian so sorry for your loss But she is probably with Grandpa looking down on all of you with a huge smile So sorry but God wanted her to,brian sorry loss probably grandpa look huge smile sorry god want,1,0,0,0,NOT,,,11,30
36623,...Conservatives and Twitter.....oxymoron🤔 URL,conservatives twitter oxymoron,0,0,1,1,NOT,,,3,4
21790,@USER @USER He was fucking murdered and all you can talk about is marijuana?,fuck murder talk marijuana,2,0,0,0,OFF,TIN,GRP,4,14
72937,@USER Antifa should be declared a domestic terrorist organization.,antifa declare domestic terrorist organization,1,0,0,0,NOT,,,5,9
35588,@USER It's hard to really say at this point in his career. He is still so young. Let's see how his jr season plays out before we start judging him. I have a feeling he's going to earn a spot on Canada's WJC team. I think that could go a long way.,hard really say point career still young let s see jr season play start judge him feel he s go earn spot canada s wjc team think could go long way,1,0,0,0,NOT,,,31,52
72250,@USER Holder belongs in jail.,holder belong jail,1,0,0,0,NOT,,,3,5
32192,@USER See his profile? Thinks he is hardcore ....boi 🤔,see profile think hardcore boi,1,0,0,1,OFF,TIN,IND,5,10
46114,"@USER its so cool that the blind idiot god"" concept is already a real thing from a religion thousands of years old but peopl ehave to make it a fucking cthulhu reference for retard cred""",cool blind idiot god concept already real thing religion thousands years old peopl ehave make fuck cthulhu reference retard cred,1,0,0,0,OFF,UNT,,20,35
45541,@USER @USER @USER We’re so far beyond tax returns. This crap affects all Americans and liberals are too stupid to wake up and understand what’s really going on. Step aside. The adults are here to do it.,far beyond tax return crap affect americans liberals stupid wake understand really go on step aside adults it,3,0,0,0,OFF,TIN,GRP,18,37
39651,@USER Glad he is on a winner,glad winner,1,0,0,0,NOT,,,2,7
97258,@USER @USER Still a lot of religious conservatives but hopefully Beto is getting a bunch of unlikely voters that the polls don't capture.,still lot religious conservatives hopefully beto get bunch unlikely voters poll not capture,2,0,0,0,OFF,TIN,GRP,13,23
24782,@USER how long will it take for one of the biggest arsehole's to appear this millennium @USER get humiliated and exposed for the corrupt fake lying toad that he is? URL,long take one biggest arsehole s appear millennium get humiliate expose corrupt fake lie toad be,2,0,1,0,OFF,TIN,IND,16,31
73724,@USER I MISS U,miss u,1,0,0,0,NOT,,,2,4
52341,@USER @USER @USER @USER @USER I have listened to her before an have come to a conclusion.......SHE IS A TWIT....an NY TIMES doesn't  get any of my money....,listen come conclusion she twit an ny time not get money,5,0,0,0,NOT,,,11,28
42416,@USER @USER @USER @USER @USER Looking forward to the right dragging up these tweets when the New York Times hires me as Antifa Editor,look forward right drag tweet new york time hire antifa editor,5,0,0,0,NOT,,,11,24
91429,@USER @USER Twitter or msn would not care if he didn’t have millions of followers. @USER and main stream wants full control of everyone’s brain... I’m sure I’m shadowed banned from saying this,twitter msn would not care not millions followers main stream want full control everyone brain sure shadow ban say,3,0,0,0,NOT,,,19,33
23862,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I'm sure it's just all Democratic political pay for play,i m sure democratic political pay play,50,0,0,0,OFF,TIN,OTH,7,60
44499,@USER Or we could have gun control,could gun control,1,0,0,0,NOT,,,3,7
69418,@USER Just by looks this guy has Antifa written all over him,look guy antifa write,1,0,0,0,NOT,,,4,12
63937,@USER Depends on which way you point them,depend way point,1,0,0,0,NOT,,,3,8
75052,#MAGA much? URL,maga much,0,1,1,0,NOT,,,2,3
97426,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You are so beautiful!!😢😍Xx,beautiful xx,10,0,0,1,NOT,,,2,14
89565,@USER @USER @USER @USER You are an amazing organizer 👏🏾,amaze organizer,4,0,0,1,NOT,,,2,10
58934,@USER @USER Good for her.....  thats some fine gun control. Double tap to an ass,good her thats fine gun control double tap ass,2,0,0,0,OFF,UNT,,9,15
69392,.@USER thank you for being who you are and never shying away from it! For being beautiful and smart and real and black and joyful! For showing that Black woman can be more than the boxes the world puts them in! You are a legend! I can't wait to see what you do next! #GOAT URL,thank never shy away it beautiful smart real black joyful show black woman box world put in legend not wait see next goat,1,1,1,0,NOT,,,23,56
66367,@USER Ford's takeover of the Ontario Conservatives makes Trump's takeover of the GOP look geologically slow.,ford s takeover ontario conservatives make trump s takeover gop look geologically slow,1,0,0,0,NOT,,,13,16
30181,@USER I just have to assume you are the MasterMind?,assume mastermind,1,0,0,0,NOT,,,2,10
69697,@USER @USER And he’s actually been a gun control advocate for a long time if you bothered to do a little research.,actually gun control advocate long time bother little research,2,0,0,0,NOT,,,9,22
72159,@USER She is 😘, ,1,0,0,1,NOT,,,0,4
97943,@USER Shut your ass up 🤧,shut ass,1,0,0,1,OFF,TIN,IND,2,6
88550,@USER i been seeing your tweets all week &amp; you are outta pocket 😂😂😂😂😂,see tweet week amp outta pocket,1,0,0,1,NOT,,,6,14
97247,@USER Soros paid antifa and the like not Christian conservatives for sure,soros pay antifa like not christian conservatives sure,1,0,0,0,NOT,,,8,12
48017,@USER Yeahh tbh most that do are weirdos and think about sex in a very weird way.,yeahh tbh weirdos think sex weird way,1,0,0,0,OFF,TIN,GRP,7,17
36286,@USER Holy shit. You better not be drinking milk after eating that. Or else... 🤢,holy shit better not drink milk eat that else,1,0,0,1,OFF,TIN,IND,9,15
95650,@USER I can't drink. URL,not drink,1,0,1,0,NOT,,,2,5
59993,@USER @USER and ban him from the booty,ban booty,2,0,0,0,NOT,,,2,8
